name,gender,status,affiliation,faction,role,weapon,emotion,mission_count,location,rank,loyalty
Frank,Male,Excommunicated,Continental Osaka,Continental Osaka,Assassin,Knife,grieving,4,Yakuza Syndicate,2,9
Petrov,Male,Alive,Berlin,Berlin,Doctor,Pistol,calm,4,Bowery Network,3,4
Tarak,Male,Alive,High Table Vault,High Table Vault,Information Broker,Pistol,calm,4,Casablanca,1,1
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Bare Hands,cold,5,Ruska Roma,3,1
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Katana,calm,3,High Table Vault,1,10
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Cleaner,Rifle,vengeful,3,High Table Vault,5,7
Mr. Nobody,Male,Deceased,Berlin,Berlin,Scout,Explosives,grieving,4,Casablanca,10,9
Young Charon O'Connor,Male,Excommunicated,The Desert,The Desert,Scout,Katana,nervous,5,Berlin,6,4
Nogi,Male,Excommunicated,The Desert,The Desert,Courier,Katana,grieving,3,Casablanca,5,7
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Explosives,focused,1,Ruska Roma,5,5
The Director,Female,Alive,Berlin,Berlin,Information Broker,Katana,focused,2,Bowery Network,5,7
Tatarkov,Male,Alive,Bowery Network,Bowery Network,Information Broker,Shotgun,focused,3,Berlin,9,7
Zero,Male,Deceased,Berlin,Berlin,Sniper,Explosives,furious,2,Berlin,1,7
Young Charon O'Connor,Male,Excommunicated,The Desert,The Desert,Manager,Explosives,nervous,4,Continental NYC,1,4
Victor,Male,Alive,The Desert,The Desert,Scout,Bare Hands,grieving,3,Continental Osaka,10,8
The Adjudicator,Female,Alive,Ruska Roma,Ruska Roma,Scout,Pistol,calm,0,Bowery Network,9,1
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Shotgun,grieving,5,The Desert,9,8
Ares,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,furious,3,High Table Vault,3,3
Dimitri,Male,Alive,The Desert,The Desert,Courier,Rifle,calm,1,High Table Vault,5,2
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,vengeful,0,Yakuza Syndicate,6,1
Marcus,Male,Alive,Berlin,Berlin,Doctor,Explosives,nervous,1,Tarkov Brotherhood,1,3
Victor,Male,Alive,The Desert,The Desert,Courier,Explosives,furious,1,Bowery Network,9,6
Akira Shimazu,Female,Alive,High Table Vault,High Table Vault,Doctor,Rifle,calm,3,High Table Vault,10,7
Zero,Male,Deceased,Berlin,Berlin,Scout,Poison,nervous,3,Bowery Network,10,3
Frank,Male,Alive,Continental Osaka,Continental Osaka,Manager,Pistol,strategic,5,Casablanca,3,1
Jardani Jovonovich,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Knife,focused,5,High Table,2,2
Young Charon O'Connor,Male,Alive,The Desert,The Desert,Manager,Katana,focused,2,The Desert,7,5
Calamity,Female,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Pistol,calm,5,High Table Vault,7,1
Francis,Male,Deceased,High Table Vault,High Table Vault,Doctor,Knife,vengeful,3,High Table Vault,4,5
Frankie Scott,Male,Excommunicated,High Table,High Table,Assassin,Shotgun,calm,0,Continental Osaka,8,7
"Kate ""KD"" Di Silva",Female,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Poison,strategic,4,Berlin,8,1
Thomas Sadzik,Male,Alive,The Desert,The Desert,Manager,Pistol,furious,3,Tarkov Brotherhood,2,2
Cassian,Male,Deceased,The Desert,The Desert,Courier,Explosives,strategic,1,Berlin,1,10
Luca,Male,Deceased,High Table Vault,High Table Vault,Courier,Shotgun,nervous,1,Bowery Network,10,8
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Cleaner,Katana,furious,3,Casablanca,8,1
Rufus,Male,Deceased,Bowery Network,Bowery Network,Scout,Poison,focused,1,Casablanca,3,2
Sofia Al-Azwar,Female,Excommunicated,High Table Vault,High Table Vault,Sniper,Poison,nervous,0,Berlin,7,10
Ekaterina,Female,Alive,Ruska Roma,Ruska Roma,Manager,Bare Hands,furious,4,High Table Vault,9,4
Calamity,Female,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,grieving,1,Continental NYC,4,7
The Sculptor,Male,Deceased,Casablanca,Casablanca,Courier,Shotgun,focused,2,Casablanca,2,4
Luca,Male,Alive,High Table Vault,High Table Vault,Courier,Bare Hands,focused,3,Tarkov Brotherhood,9,2
The Sommelier,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Sniper,Katana,vengeful,2,Ruska Roma,8,9
Mr. Nobody,Male,Deceased,Berlin,Berlin,Courier,Poison,cold,4,Continental NYC,2,3
Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Poison,vengeful,0,Ruska Roma,3,2
Sofia Al-Azwar,Female,Deceased,High Table Vault,High Table Vault,Scout,Bare Hands,nervous,0,High Table,5,10
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Shotgun,vengeful,4,Yakuza Syndicate,4,6
Charlie,Male,Deceased,High Table,High Table,Manager,Poison,nervous,0,Continental NYC,1,7
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Doctor,Poison,cold,0,The Desert,2,10
Ella Pine,Female,Alive,Casablanca,Casablanca,Courier,Katana,focused,2,Tarkov Brotherhood,7,4
Eli,Male,Excommunicated,The Desert,The Desert,Sniper,Katana,vengeful,2,The Desert,7,7
Tatiana,Female,Alive,Berlin,Berlin,Sniper,Bare Hands,grieving,2,Bowery Network,7,4
Ernest,Male,Deceased,The Desert,The Desert,Doctor,Explosives,nervous,3,Tarkov Brotherhood,3,3
Sebastian,Male,Alive,Continental Osaka,Continental Osaka,Courier,Pistol,focused,5,High Table Vault,2,1
Yuri,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Bare Hands,nervous,2,Bowery Network,2,1
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Knife,focused,4,Tarkov Brotherhood,3,2
Gregor,Male,Deceased,Ruska Roma,Ruska Roma,Doctor,Katana,nervous,1,Berlin,10,2
Marcus,Male,Excommunicated,Berlin,Berlin,Manager,Pistol,nervous,2,Yakuza Syndicate,9,1
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Manager,Shotgun,nervous,4,Continental NYC,7,5
Cassian,Male,Deceased,The Desert,The Desert,Doctor,Bare Hands,strategic,3,The Desert,5,4
Mikhail Jovonovich,Male,Alive,High Table Vault,High Table Vault,Cleaner,Katana,cold,3,Continental NYC,5,6
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Pistol,cold,0,Casablanca,5,2
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Pistol,furious,5,High Table Vault,4,7
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Knife,nervous,1,Berlin,3,4
The Russian,Male,Excommunicated,Continental Osaka,Continental Osaka,Cleaner,Shotgun,nervous,0,The Desert,2,9
Daisy,Female,Deceased,Continental Osaka,Continental Osaka,Manager,Pistol,nervous,4,Yakuza Syndicate,2,1
Tatarkov,Male,Deceased,Bowery Network,Bowery Network,Sniper,Knife,strategic,2,High Table Vault,5,7
The Director,Female,Alive,Berlin,Berlin,Scout,Katana,grieving,0,Continental NYC,10,10
Daniel Pine,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Poison,strategic,1,Ruska Roma,5,2
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Assassin,Poison,calm,1,The Desert,7,10
Young Charon O'Connor,Male,Excommunicated,The Desert,The Desert,Information Broker,Rifle,calm,3,Continental Osaka,7,8
Karl,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Shotgun,strategic,4,High Table,1,5
Ares,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Assassin,Pistol,grieving,3,Ruska Roma,9,4
Yegor,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Explosives,vengeful,2,Continental NYC,3,8
Eli,Male,Excommunicated,The Desert,The Desert,Manager,Shotgun,furious,0,Tarkov Brotherhood,10,9
Lark,Male,Deceased,Ruska Roma,Ruska Roma,Scout,Poison,vengeful,4,Yakuza Syndicate,8,5
Uncle Charlie,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Doctor,Shotgun,focused,5,The Desert,10,6
Helen Wick,Female,Alive,High Table Vault,High Table Vault,Sniper,Bare Hands,strategic,3,High Table Vault,5,7
Dimitri,Male,Deceased,The Desert,The Desert,Doctor,Katana,grieving,0,Bowery Network,4,6
Zero,Male,Excommunicated,Berlin,Berlin,Assassin,Bare Hands,vengeful,2,Bowery Network,7,5
Cassian,Male,Alive,The Desert,The Desert,Manager,Bare Hands,nervous,3,Casablanca,2,5
Dimitri,Male,Excommunicated,The Desert,The Desert,Doctor,Shotgun,cold,2,Tarkov Brotherhood,4,5
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Shotgun,nervous,0,Casablanca,8,9
Charon O'Connor,Male,Alive,High Table Vault,High Table Vault,Courier,Rifle,furious,0,Continental NYC,4,1
Felix,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Explosives,furious,5,Yakuza Syndicate,8,6
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,furious,5,Tarkov Brotherhood,3,8
The Priest,Male,Deceased,Bowery Network,Bowery Network,Assassin,Explosives,grieving,1,Ruska Roma,3,8
Daisy,Female,Excommunicated,Continental Osaka,Continental Osaka,Courier,Pistol,calm,1,High Table Vault,1,10
The Tailor,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Bare Hands,grieving,2,High Table,1,8
Anton,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Knife,grieving,1,High Table Vault,3,9
Eve Macarro,Female,Alive,Berlin,Berlin,Manager,Poison,strategic,5,Ruska Roma,8,10
Sebastian,Male,Deceased,Continental Osaka,Continental Osaka,Cleaner,Rifle,strategic,5,Yakuza Syndicate,10,1
Ivana,Female,Deceased,Bowery Network,Bowery Network,Scout,Rifle,calm,5,Bowery Network,5,10
Marquis Vincent Bisset de Gramont,Male,Alive,Berlin,Berlin,Cleaner,Shotgun,nervous,1,Casablanca,2,9
The Adjudicator,Female,Alive,Ruska Roma,Ruska Roma,Scout,Bare Hands,furious,2,Berlin,4,8
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Courier,Poison,focused,3,Continental Osaka,9,5
Victor,Male,Deceased,The Desert,The Desert,Scout,Poison,furious,4,Bowery Network,10,10
Miles Burton,Male,Deceased,Berlin,Berlin,Information Broker,Knife,nervous,3,Continental Osaka,5,9
Prudence,Male,Excommunicated,Casablanca,Casablanca,Doctor,Poison,vengeful,4,Yakuza Syndicate,1,10
Katya Jovonovich,Female,Alive,Continental Osaka,Continental Osaka,Assassin,Bare Hands,furious,1,High Table,10,4
Otto,Male,Deceased,Ruska Roma,Ruska Roma,Cleaner,Shotgun,strategic,3,Tarkov Brotherhood,9,10
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Information Broker,Knife,furious,4,The Desert,10,9
Cassian,Male,Deceased,The Desert,The Desert,Cleaner,Knife,cold,5,Yakuza Syndicate,1,4
Young Winston Scott,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Rifle,furious,0,Continental Osaka,2,8
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Information Broker,Pistol,focused,0,Continental NYC,10,1
Uncle Charlie,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Poison,strategic,3,Casablanca,2,5
The Sommelier,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Bare Hands,vengeful,0,Ruska Roma,2,10
Victor,Male,Alive,The Desert,The Desert,Sniper,Poison,strategic,5,Tarkov Brotherhood,3,2
Abraham,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Information Broker,Katana,grieving,2,Berlin,7,7
Ella Pine,Female,Alive,Casablanca,Casablanca,Scout,Rifle,cold,4,Tarkov Brotherhood,7,5
Victor,Male,Alive,The Desert,The Desert,Assassin,Pistol,calm,2,High Table,6,1
Lena Macarro,Female,Alive,Bowery Network,Bowery Network,Scout,Poison,vengeful,4,High Table,10,3
Hansel,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Shotgun,strategic,5,The Desert,7,2
Silas,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Sniper,Shotgun,strategic,5,Yakuza Syndicate,10,1
The Sculptor,Male,Alive,Casablanca,Casablanca,Cleaner,Explosives,cold,5,Ruska Roma,7,5
Ella Pine,Female,Deceased,Casablanca,Casablanca,Scout,Bare Hands,calm,5,The Desert,1,4
Viggo Tarasov,Male,Deceased,Ruska Roma,Ruska Roma,Sniper,Bare Hands,grieving,0,The Desert,9,6
Aurelio,Male,Excommunicated,Continental NYC,Continental NYC,Courier,Rifle,focused,4,The Desert,10,9
Sofia Al-Azwar,Female,Alive,High Table Vault,High Table Vault,Scout,Poison,focused,2,High Table Vault,5,3
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Cleaner,Knife,vengeful,1,Casablanca,3,6
Sasha,Female,Alive,Continental NYC,Continental NYC,Cleaner,Poison,strategic,5,Yakuza Syndicate,6,6
Yegor,Male,Alive,Continental Osaka,Continental Osaka,Courier,Rifle,focused,3,Ruska Roma,3,8
The Adjudicator,Female,Deceased,Ruska Roma,Ruska Roma,Scout,Shotgun,furious,5,High Table Vault,2,2
The Doctor,Male,Deceased,Berlin,Berlin,Scout,Explosives,grieving,5,Continental NYC,8,10
The Director,Female,Alive,Berlin,Berlin,Doctor,Poison,focused,0,Berlin,3,4
Abraham,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Cleaner,Poison,focused,3,Continental NYC,4,6
Tatiana,Female,Alive,Berlin,Berlin,Courier,Knife,vengeful,5,Bowery Network,3,10
Ekaterina,Female,Deceased,Ruska Roma,Ruska Roma,Information Broker,Shotgun,nervous,5,Tarkov Brotherhood,5,6
Marcus,Male,Excommunicated,Berlin,Berlin,Courier,Poison,strategic,0,Continental Osaka,9,6
Cassian,Male,Deceased,The Desert,The Desert,Scout,Poison,grieving,4,High Table Vault,4,4
Gretel,Male,Deceased,Continental NYC,Continental NYC,Doctor,Explosives,grieving,2,Yakuza Syndicate,9,7
The Adjudicator,Female,Deceased,Ruska Roma,Ruska Roma,Assassin,Pistol,grieving,3,Berlin,7,5
Ella Pine,Female,Deceased,Casablanca,Casablanca,Information Broker,Explosives,vengeful,2,The Desert,2,5
Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Scout,Bare Hands,strategic,0,Yakuza Syndicate,7,1
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Sniper,Knife,grieving,3,High Table,3,6
Orson,Male,Excommunicated,High Table Vault,High Table Vault,Manager,Rifle,calm,4,The Desert,1,6
Iosef Tarasov,Male,Alive,Berlin,Berlin,Scout,Katana,grieving,1,Ruska Roma,3,3
Killa Harkan,Male,Deceased,High Table,High Table,Sniper,Katana,vengeful,5,Continental Osaka,7,3
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Manager,Explosives,furious,3,Berlin,8,1
Caine,Male,Deceased,Berlin,Berlin,Scout,Shotgun,calm,0,Bowery Network,1,5
Anton,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Bare Hands,furious,4,The Desert,7,8
Winston Scott,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Katana,focused,1,Casablanca,7,9
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Scout,Poison,strategic,1,Berlin,9,3
Ekaterina,Female,Alive,Ruska Roma,Ruska Roma,Sniper,Pistol,furious,4,Ruska Roma,7,1
Aurelio,Male,Deceased,Continental NYC,Continental NYC,Information Broker,Explosives,grieving,3,Yakuza Syndicate,6,10
Yuri,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Katana,cold,2,Bowery Network,6,4
Akira Shimazu,Female,Excommunicated,High Table Vault,High Table Vault,Assassin,Explosives,cold,1,Continental NYC,2,2
Cassian,Male,Excommunicated,The Desert,The Desert,Scout,Knife,calm,5,High Table,8,4
Silas,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Doctor,Explosives,focused,4,Yakuza Syndicate,1,3
Santino D'Antonio,Male,Deceased,Continental Osaka,Continental Osaka,Manager,Explosives,calm,0,Berlin,5,2
Viggo Tarasov,Male,Excommunicated,Ruska Roma,Ruska Roma,Sniper,Knife,vengeful,0,Ruska Roma,8,5
Thomas Sadzik,Male,Deceased,The Desert,The Desert,Information Broker,Shotgun,nervous,0,Continental NYC,1,4
Miles Burton,Male,Excommunicated,Berlin,Berlin,Information Broker,Knife,grieving,1,Continental Osaka,7,7
Victor,Male,Alive,The Desert,The Desert,Sniper,Bare Hands,nervous,4,Ruska Roma,9,2
Lou Burton,Male,Alive,Bowery Network,Bowery Network,Assassin,Knife,nervous,5,Continental NYC,8,3
Iosef Tarasov,Male,Excommunicated,Berlin,Berlin,Scout,Shotgun,strategic,4,The Desert,10,3
Viggo Tarasov,Male,Alive,Ruska Roma,Ruska Roma,Assassin,Bare Hands,calm,5,Ruska Roma,8,2
Tatarkov,Male,Excommunicated,Bowery Network,Bowery Network,Sniper,Rifle,grieving,2,The Desert,3,5
Lou Burton,Male,Deceased,Bowery Network,Bowery Network,Assassin,Katana,cold,3,The Desert,2,2
Zarina,Female,Excommunicated,The Desert,The Desert,Cleaner,Poison,nervous,5,High Table,10,3
Uncle Charlie,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Sniper,Knife,furious,4,Yakuza Syndicate,1,7
Orson,Male,Alive,High Table Vault,High Table Vault,Manager,Explosives,furious,3,Tarkov Brotherhood,2,7
Francis,Male,Excommunicated,High Table Vault,High Table Vault,Courier,Explosives,focused,5,Tarkov Brotherhood,3,9
Zero,Male,Deceased,Berlin,Berlin,Doctor,Rifle,nervous,5,Yakuza Syndicate,6,3
Shimazu Koji,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Doctor,Poison,strategic,2,Berlin,5,1
Marcus,Male,Excommunicated,Berlin,Berlin,Information Broker,Explosives,strategic,5,High Table Vault,10,7
Sasha,Female,Excommunicated,Continental NYC,Continental NYC,Manager,Explosives,cold,1,Continental NYC,6,1
The Elder,Male,Alive,Continental Osaka,Continental Osaka,Cleaner,Rifle,strategic,4,Casablanca,4,4
Felix,Male,Alive,Yakuza Syndicate,Yakuza Syndicate,Courier,Knife,cold,1,The Desert,3,4
Gianna D'Antonio,Female,Deceased,Casablanca,Casablanca,Manager,Pistol,grieving,0,Berlin,2,1
Ernest,Male,Alive,The Desert,The Desert,Scout,Explosives,cold,0,The Desert,2,7
Victor,Male,Alive,The Desert,The Desert,Manager,Pistol,strategic,4,Berlin,3,2
Dimitri,Male,Excommunicated,The Desert,The Desert,Sniper,Bare Hands,calm,3,Casablanca,3,3
Drago,Male,Excommunicated,Continental Osaka,Continental Osaka,Assassin,Explosives,focused,3,Tarkov Brotherhood,6,3
Mayhew,Male,Alive,Casablanca,Casablanca,Sniper,Knife,furious,3,The Desert,2,9
Uncle Pyotr Jovonovich,Male,Deceased,Berlin,Berlin,Scout,Poison,strategic,5,Continental Osaka,3,1
The Adjudicator,Female,Deceased,Ruska Roma,Ruska Roma,Courier,Explosives,vengeful,1,High Table,4,3
Orson,Male,Alive,High Table Vault,High Table Vault,Cleaner,Katana,focused,1,Yakuza Syndicate,5,4
Karl,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Doctor,Knife,grieving,3,Bowery Network,8,4
Ms. Perkins,Female,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Assassin,Explosives,cold,4,The Desert,2,7
Tatiana,Female,Deceased,Berlin,Berlin,Sniper,Bare Hands,furious,3,Berlin,5,4
Thomas Sadzik,Male,Alive,The Desert,The Desert,Information Broker,Bare Hands,strategic,5,Ruska Roma,10,6
Rufus,Male,Deceased,Bowery Network,Bowery Network,Doctor,Katana,strategic,5,Yakuza Syndicate,1,7
Marquis Vincent Bisset de Gramont,Male,Deceased,Berlin,Berlin,Manager,Pistol,strategic,0,High Table Vault,6,3
Karl,Male,Excommunicated,Yakuza Syndicate,Yakuza Syndicate,Scout,Pistol,grieving,3,Bowery Network,9,5
Petrov,Male,Deceased,Berlin,Berlin,Cleaner,Pistol,nervous,0,Tarkov Brotherhood,4,7
Berrada,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Explosives,calm,1,Tarkov Brotherhood,9,8
Daniel Pine,Male,Deceased,Tarkov Brotherhood,Tarkov Brotherhood,Information Broker,Poison,strategic,4,High Table,2,6
Rufus,Male,Deceased,Bowery Network,Bowery Network,Manager,Katana,cold,5,Tarkov Brotherhood,8,8
Camille,Female,Excommunicated,Casablanca,Casablanca,Cleaner,Rifle,nervous,5,Casablanca,7,1
Victor,Male,Deceased,The Desert,The Desert,Information Broker,Knife,nervous,1,Berlin,3,6
Mayhew,Male,Deceased,Casablanca,Casablanca,Cleaner,Bare Hands,strategic,0,Casablanca,5,10
Marcus,Male,Alive,Berlin,Berlin,Information Broker,Knife,vengeful,0,Ruska Roma,1,10
Ernest,Male,Deceased,The Desert,The Desert,Assassin,Pistol,calm,4,Continental Osaka,9,5
Mayhew,Male,Excommunicated,Casablanca,Casablanca,Assassin,Shotgun,calm,5,Casablanca,2,9
Iosef Tarasov,Male,Deceased,Berlin,Berlin,Information Broker,Knife,cold,2,Continental Osaka,5,4
Cormac O'Connor,Male,Excommunicated,Tarkov Brotherhood,Tarkov Brotherhood,Courier,Bare Hands,grieving,3,High Table Vault,3,9
The Director,Female,Deceased,Berlin,Berlin,Doctor,Rifle,strategic,0,Yakuza Syndicate,9,4
Zarina,Female,Excommunicated,The Desert,The Desert,Scout,Bare Hands,nervous,4,High Table,9,2
Young Winston Scott,Male,Alive,Tarkov Brotherhood,Tarkov Brotherhood,Cleaner,Poison,cold,4,Casablanca,8,10
Mykel,Male,Deceased,High Table Vault,High Table Vault,Courier,Rifle,focused,2,Bowery Network,4,2
Charon O'Connor,Male,Excommunicated,High Table Vault,High Table Vault,Scout,Pistol,strategic,5,Tarkov Brotherhood,1,8
Gretel,Male,Excommunicated,Continental NYC,Continental NYC,Cleaner,Poison,furious,3,Ruska Roma,8,8
Yen,Female,Deceased,Continental NYC,Continental NYC,Sniper,Shotgun,vengeful,1,The Desert,9,7
Hansel,Male,Excommunicated,Ruska Roma,Ruska Roma,Assassin,Knife,strategic,5,High Table Vault,8,4
Helen Wick,Female,Alive,High Table Vault,High Table Vault,Cleaner,Bare Hands,cold,4,Tarkov Brotherhood,2,7
Zarina,Female,Alive,The Desert,The Desert,Scout,Knife,calm,4,Continental Osaka,8,2
Miles Burton,Male,Alive,Berlin,Berlin,Information Broker,Rifle,nervous,1,Continental Osaka,2,9
The Tailor,Male,Excommunicated,Ruska Roma,Ruska Roma,Doctor,Rifle,calm,1,Berlin,10,10
The Harbinger,Male,Deceased,Yakuza Syndicate,Yakuza Syndicate,Doctor,Poison,grieving,4,Berlin,7,2
Ms. Perkins,Female,Deceased,Yakuza Syndicate,Yakuza Syndicate,Courier,Explosives,focused,2,The Desert,8,4
Boris,Male,Deceased,High Table,High Table,Assassin,Katana,nervous,3,High Table Vault,6,8
The Director,Female,Deceased,Berlin,Berlin,Sniper,Explosives,strategic,5,High Table Vault,3,6
Victor,Male,Alive,The Desert,The Desert,Doctor,Katana,strategic,3,Continental Osaka,5,2
The Chancellor,Male,Alive,Casablanca,Casablanca,Manager,Bare Hands,furious,1,Yakuza Syndicate,9,10
